Namespace(auto_shutdown_failure_delay_mins=120, auto_shutdown_success_delay_mins=10, data='/home/ubuntu/data/imagenet', dist_backend='nccl', dist_url='env://', distributed=True, evaluate=False, fp16=True, init_bn0=True, local_rank=0, logdir='/ncluster/runs/imagenet-1.03', loss_scale=1, momentum=0.9, no_bn_wd=True, phases="[{'ep': 0, 'sz': 128, 'bs': 512, 'trndir': '-sz/160'}, {'ep': (0, 7), 'lr': (1.0, 2.0)}, {'ep': (7, 13), 'lr': (2.0, 0.25)}, {'ep': 13, 'sz': 224, 'bs': 224, 'trndir': '-sz/352', 'min_scale': 0.087}, {'ep': (13, 22), 'lr': (0.4375, 0.043750000000000004)}, {'ep': (22, 25), 'lr': (0.043750000000000004, 0.004375)}, {'ep': 25, 'sz': 288, 'bs': 128, 'min_scale': 0.5, 'rect_val': True}, {'ep': (25, 28), 'lr': (0.0025, 0.00025)}]", print_freq=5, resume='', short_epoch=False, skip_auto_shutdown=False, skip_eval=False, start_epoch=0, weight_decay=0.0001, workers=8)
~~epoch	hours	top1Accuracy	top5Accuracy

Dataset changed.
Image size: 128
Batch size: 512
Train Directory: /home/ubuntu/data/imagenet-sz/160/train
Validation Directory: /home/ubuntu/data/imagenet-sz/160/validation
Changing LR from None to 1.0004564125969877
Epoch: [1][125/313]	Time 0.237 (0.274)	Data 0.004 (0.037)	Loss 4.6187 (4.7737)	Prec@1 14.160 (12.194)	Prec@5 32.153 (28.772)	BW 0.000 0.001
Epoch: [1][130/313]	Time 0.235 (0.274)	Data 0.004 (0.036)	Loss 4.5835 (4.7659)	Prec@1 14.844 (12.274)	Prec@5 32.495 (28.904)	BW 0.000 0.001
Epoch: [1][135/313]	Time 0.237 (0.273)	Data 0.003 (0.036)	Loss 4.5874 (4.7588)	Prec@1 14.624 (12.344)	Prec@5 32.129 (29.037)	BW 0.000 0.001
Epoch: [1][140/313]	Time 0.243 (0.272)	Data 0.004 (0.035)	Loss 4.6001 (4.7518)	Prec@1 14.282 (12.419)	Prec@5 32.080 (29.165)	BW 0.000 0.001
Epoch: [1][145/313]	Time 0.238 (0.272)	Data 0.004 (0.035)	Loss 4.5713 (4.7444)	Prec@1 13.965 (12.497)	Prec@5 32.007 (29.311)	BW 0.000 0.001
Epoch: [1][150/313]	Time 0.236 (0.271)	Data 0.003 (0.035)	Loss 4.5605 (4.7369)	Prec@1 15.259 (12.593)	Prec@5 33.398 (29.449)	BW 0.000 0.001
Epoch: [1][155/313]	Time 0.236 (0.271)	Data 0.004 (0.034)	Loss 4.5083 (4.7299)	Prec@1 15.356 (12.678)	Prec@5 33.496 (29.578)	BW 0.000 0.001
Epoch: [1][160/313]	Time 0.236 (0.271)	Data 0.004 (0.034)	Loss 4.5176 (4.7218)	Prec@1 15.454 (12.758)	Prec@5 33.179 (29.726)	BW 0.000 0.001
Epoch: [1][165/313]	Time 0.233 (0.270)	Data 0.002 (0.034)	Loss 4.4561 (4.7150)	Prec@1 16.748 (12.842)	Prec@5 34.375 (29.852)	BW 0.000 0.001
Epoch: [1][170/313]	Time 0.241 (0.270)	Data 0.010 (0.033)	Loss 4.4458 (4.7079)	Prec@1 16.138 (12.936)	Prec@5 35.132 (29.985)	BW 0.000 0.001
Epoch: [1][175/313]	Time 0.234 (0.269)	Data 0.002 (0.033)	Loss 4.4624 (4.7016)	Prec@1 15.894 (13.012)	Prec@5 34.863 (30.096)	BW 0.000 0.001
Epoch: [1][180/313]	Time 0.235 (0.269)	Data 0.003 (0.033)	Loss 4.5073 (4.6950)	Prec@1 15.845 (13.095)	Prec@5 34.155 (30.233)	BW 0.000 0.001
Epoch: [1][185/313]	Time 0.240 (0.269)	Data 0.007 (0.032)	Loss 4.3994 (4.6874)	Prec@1 16.382 (13.188)	Prec@5 34.644 (30.368)	BW 0.000 0.001
